공고ID,공고명,회사명,지역,직무,경력요건,학력요건,채용유형,공고시작일,마감일,합격축하금,직무카테고리,공고소개,주요업무,자격요건,우대사항,채용절차
251420,Line Manager Ericsson코리아(주) 5년 이상 서울/전체,(주)정보,서울/전체,,,학사,정규직,2025-05-27,,200000,서비스기획·운영,"{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""as_is::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""as_is::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""as_is::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...",,"{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""as_is::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55..."
251525,Document & Storage AI 서비스 기획 네이버클라우드(주) D-13 3년 이상 경기/성남시,(주)정보,경기/성남시,,,,정규직,2025-05-27,2025-06-09,,서비스기획·운영,"{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""to_be::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""to_be::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""to_be::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""to_be::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55...","{""props"":{""pageProps"":{""ssrMeta"":{""isMobile"":false,""hasSession"":false,""isRememberWebview"":false,""deviceType"":""desktop"",""clientConfig"":{""abTest"":[{""key"":""ab_job_applyFunnelTest250507"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingCompanyPreviewTest250224"",""value"":""to_be::100::""},{""key"":""ab_job_jobPostingDetailRCheckTest241219"",""value"":""group_a_as_is::100::""},{""key"":""ab_job_applyPageRelatedListUiTest250220"",""value"":""group_b::100::""},{""key"":""ab_job_viewedJobPostingRelatedListTest250520"",""value"":""to_be::50::""}],""data"":{""data_job_rememberHeadhuntingId"":[20759,19385,19252,19251,19214,18426,16151,15766,15762,2618,1765,748],""data_job_jobPostingDetailRCheckData"":[{""organizationId"":44374,""title"":""국내 1위 AI 기반 기업용 공급망관리 소프트웨어 전문 기업"",""descriptions"":[""삼성SDS 자회사로 글로벌 진출 본격화하며 세계를 무대로 성장중"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":33681,""title"":""BHC, 아웃백스테이크하우스, 창고43 등을 보유하고 있는 종합 외식기업"",""descriptions"":[""국내를 넘어 세계 미식 문화를 선도하는 글로벌 외식기업으로 성장중"",""초역세권 사무실(롯데월드타워)에서 최고급 업무환경 제공""]},{""organizationId"":7005,""title"":""기업정보보안시장 점유율 1위, 설립27년차의 암호플랫폼 및 웹 보안 전문기업"",""descriptions"":[""세계 최초 기술 개발, 국내 최초 제품 개발 다수 보유"",""10대 대기업 중 8개 기업 솔루션 적용""]},{""organizationId"":62021,""title"":""화이트해커 출신 CEO가 이끄는 블록체인 기반 종합 금융 기업"",""descriptions"":[""개발 역량 강화로 가상자산 거래소를 넘어 플랫폼으로 성장중"",""리프레시 휴가, 최고급 디바이스 등 편안한 휴식과 높은 업무 집중을 돕는 복리후생""]},{""organizationId"":71514,""title"":""대규모 투자와 기술력으로 국내 태양광 • 전기차 충전 인프라를 구축하는 기업"",""descriptions"":[""태양광 발전사업 'BEP' 전기차 급속 충전 네트워크 'WATER'"",""세계 최대 자산운용사 블랙록 투자유치""]},{""organizationId"":18649,""title"":""AI와 3D비전, 로봇 가이던스 기술 융합으로 지능화된 로봇 자동화 솔루션을 구현하는 기업"",""descriptions"":[""SKT 투자 유치, 기술성평가등급 최고등급으로 코스닥 시장 상장"",""AI 기반 기술 특허 획득으로 최고의 전문성과 기술력 보유""]},{""organizationId"":10237,""title"":""제조업 딥러닝 솔루션 선도, 높은 성장성과 기술력을 가진 스타트업"",""descriptions"":[""Deep learning과 Computer vision기술로 급성장중"",""자율출퇴근,연차 무제한,수면실 등 최고의 복지로 일과 삶의 균형 지원""]},{""organizationId"":60208,""title"":""고품질 치료제와 신약 개발로 인류의 건강과 행복을 지향하는 글로벌 헬스케어 기업"",""descriptions"":[""지속적인 신약 개발로 인류의 건강한 미래를 선도하는 기업"",""글로벌 파트너십을 통한 해외 진출과 성장의 무한 기회""]},{""organizationId"":55..."
